,name,doctor,funding_employees_ratio,has_super_founder,has_strong_founder,growth_stage_num,target,pca_0,pca_1,pca_2,pca_3
252,Klearia,0,6250.0,0,0,1.0,1,-0.13658480615398036,-0.10101377511204157,-0.17988959958391745,-0.09678610189155712
253,Krono-Safe,0,79591.83673469388,0,0,2.0,1,-0.06046194280477131,-0.06612544397690308,-0.12550375662366112,0.02234544462250944
254,In’Oya,0,61428.57142857143,0,0,1.0,1,-0.1264686212795231,-0.1741978210986229,-0.035981820351943763,-0.08040214643596015
255,Lactips,0,358047.0909090909,1,1,3.0,1,1.5880321020779888,-0.5146627361996315,0.2706864208761117,1.0821866538473148
256,Lactips,0,358047.0909090909,1,1,3.0,1,1.5880321020779888,-0.5146627361996315,0.2706864208761117,1.0821866538473148
257,Lalilo,0,188571.42857142858,0,0,2.0,1,0.9017152228461288,-0.09765110210472636,-0.26937905610938623,-0.33788553307966723
258,Lamark,0,33333.333333333336,0,0,2.0,1,-0.17723037224051885,-0.11525322994082839,-0.14423948041700083,-0.08174698009989394
259,Lancey,1,513311.73913043475,0,0,2.0,1,1.5947691386753018,-0.3231827911120714,-0.4305908491143447,-0.4896751801944866
260,Ledger,0,435678.391959799,1,1,3.0,1,-0.0934796696872136,0.19393131987169115,-0.19407698338581442,-0.008567312928743062
261,Levels3D,0,71428.57142857143,0,0,2.0,1,-0.05572676178457808,-0.05714936804579372,-0.3939065308830036,0.7213311597272006
262,Lexistems,1,0.0,0,0,1.0,1,-0.06670759525089717,0.543853681247163,0.1058816796602847,-0.17415605433241768
263,LightOn,1,0.0,0,0,2.0,1,-0.17726073001837175,-0.11342798188486898,-0.13357605183612484,-0.14975815341510987
264,LightOn,1,0.0,0,0,2.0,1,-0.17726073001837175,-0.11342798188486898,-0.13357605183612484,-0.14975815341510987
265,Limatech,0,45454.545454545456,0,0,2.0,1,-0.1786853920666832,-0.12533990219923444,-0.1525236354450152,-0.11106432304130597
266,LimFlow,0,1125000.0,0,0,2.0,1,-0.14355014446500372,-0.18627285188047982,0.010258756095714649,-0.030441239880442304
267,Lipofabrik,0,38994.8,0,0,1.0,1,-0.040831812773980666,-0.40616319508451043,0.6483807394424951,0.08056797995847446
268,LKSpatialist,0,84210.52631578948,0,0,2.0,1,-0.04683899385811424,0.6364054099148861,0.05000753553415878,-0.08896472246199516
269,Logpickr,0,0.0,0,0,2.0,1,0.054293504818223225,0.22936913912214532,-0.3849922739274864,0.9579171936139638
270,Lsee / innovation,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
271,Lucine,0,1612.9032258064517,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
273,LXRepair,0,122222.22222222222,0,0,1.0,1,0.230653664506721,1.029473292481383,1.1818243916600104,0.007237648784924311
274,Lybero,0,0.0,0,0,1.0,1,-0.16931259320136327,-0.06506652766852344,-0.1321264354819558,-0.04758347642478241
275,Lyophitech,0,38994.8,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
276,Lytid,1,68510.0,0,0,1.0,1,-0.18859910128569696,-0.1313931610529638,-0.13801739825673354,-0.15946083343943196
277,MaaT Pharma,0,1074074.0740740742,0,0,2.0,1,0.03246898484874405,-0.5567664252071115,1.1434502539880884,0.26671672960685233
278,MAbSilico,0,38994.8,0,0,2.0,1,-0.0291556589532354,-0.4670138645343844,0.8155373420457475,0.1645759746718751
