,name,doctor,funding_employees_ratio,has_super_founder,has_strong_founder,growth_stage_num,target,pca_0,pca_1,pca_2,pca_3
25,Algodone,0,76923.07692307692,0,0,2.0,1,-0.05125013537452567,0.5109797922923078,0.10480741880943556,-0.20027162721823025
27,Alizé Pharma,0,0.0,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
29,Alsid,0,193333.33333333334,0,0,3.0,1,-0.07822067851149776,0.5094083106927424,0.0631337169389885,-0.11384499405293544
31,ALZOHIS,0,4166.666666666667,0,0,2.0,1,1.0451985474710954,-0.2998288619738403,-0.11302809175099739,-0.31387063324095626
32,Amoneta Diagnostics SAS,0,35714.28571428572,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
33,Amypore,0,38994.8,0,0,1.0,1,-0.17086128959071922,-0.10752130673028212,-0.10917146834890519,-0.13913687304683642
35,Apix Analytics,0,795238.0952380953,0,0,2.0,1,-0.15050669722746662,0.03537728324738735,-0.11493645757650259,0.04354230061299675
36,Anatoscope,0,3888.8888888888887,0,0,2.0,1,-0.06500981748172945,-0.056584359061379784,-0.39253730680730037,0.7205413620232768
37,Angus.AI,0,71428.57142857143,0,0,1.0,1,-0.01504507981913139,1.0605596510446331,0.12001067334144395,0.36237406901004543
38,Antabio,1,1653515.142857143,1,1,2.0,1,-0.05372038630051483,-0.5179877743064063,0.8310356940741377,0.1668313043493631
39,Antescofo,0,210526.31578947368,0,0,2.0,1,-0.1770658546142778,-0.12330526114109379,-0.13861095213689448,-0.1344774297118061
40,Anywaves,0,0.0,0,0,2.0,1,-0.1818243049554898,-0.12693978322784955,-0.14932355397940936,-0.12727103359332184
42,Apizee,0,32258.064516129034,0,0,2.0,1,0.09534376250925339,1.7183598778624092,0.3557539661372746,-0.242031544639704
43,Aqemia,0,133333.33333333334,1,1,2.0,1,0.7324767372714164,-0.6439299279584547,0.9709204542470868,0.07275106796258728
44,Argosim,0,100000.0,0,0,1.0,1,0.05331676664428188,0.8422350732969542,0.09841180357994242,-0.07373525834357567
45,Armor,0,9372.067010309278,0,0,3.0,1,-0.12064628889234519,-0.04718113982799763,-0.12454785815929893,-0.032796869497702365
46,Arskan,0,38994.8,0,0,3.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
47,Arskan,0,38994.8,0,0,3.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
48,Astraveus,0,490733.6,0,0,1.0,1,-0.053039401292380536,-0.43756273730958417,0.7756320858004105,0.10535558284147115
49,Augment,0,559943.125,1,1,2.0,1,0.005772773338193421,1.524191591315888,0.3462373409228153,-0.13792248201387566
50,Autokab,0,0.0,0,0,1.0,1,0.04887658588363737,0.12117959847881161,-0.39189953661514637,0.7660567932979825
51,Aveine,0,10000.0,0,0,1.0,1,-0.17395154387635742,-0.11394934834025894,-0.1292746945320278,-0.14378816839636027
52,Avril,0,38994.8,0,0,4.0,1,-0.1373811211246091,-0.12724001394337764,-0.1159115843461406,-0.1304739061093763
53,AYKOW,0,38994.8,0,0,3.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
54,Ayni,0,38994.8,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
55,Babyprogress,0,0.0,0,0,1.0,1,-0.12494095428575407,-0.13055044028293686,-0.022292385308759294,-0.046314092326054275
56,Balyo,0,61349.69325153374,0,0,3.0,1,0.0009983293723519696,0.21097316680510914,-0.13746776051721749,-0.03898274708237028
57,Beam,0,38994.8,0,0,1.0,1,-0.1808862021029145,0.026385357369918976,-0.12941910161588854,-0.14513182123039164
58,BeeBryte,0,92592.5925925926,1,1,2.0,1,2.3216337812844086,-0.010983595384731783,-0.5900564710372335,-0.45039961652996807
59,BIOMAE,0,283333.3333333333,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
60,BioMathematica,0,68181.5,0,0,1.0,1,-0.007774854392375991,-0.3284223417686051,0.8234949302199608,0.303151513961945
62,Biomodex,0,457002.4324324324,0,0,2.0,1,-0.15237474451684854,-0.18212575327759334,-0.009583798070387384,-0.04749551666858038
63,Biophytis,0,94545.44,0,0,2.0,1,-0.013730113914623391,-0.43411970425944774,0.8589287799059239,0.16044130857859387
64,Biosency,0,143750.0,0,0,2.0,1,-0.10309250380613043,0.0850967334360933,-0.1027927733450852,0.06731886964672545
65,Bioserenity,0,553333.3333333334,1,1,3.0,1,0.05325289396232536,-0.06959661339954597,0.23363475060174207,0.36036118972301334
66,SAS BIOSPEEDIA,0,25000.0,0,0,1.0,1,-0.12825125869880252,-0.10109703984798768,-0.0822069784584096,-0.14275742089390592
67,Blazar,0,0.0,0,0,1.0,1,-0.020688463410184127,0.5942797111768056,0.12634573515896846,-0.17050690418264378
68,Bleckwen,0,230769.23076923078,0,0,2.0,1,-0.18069368231895486,-0.09849880076957332,-0.12010161211720971,-0.12626338040235294
69,Bluescop,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
70,Bonetag,0,38994.8,0,0,3.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
71,BrainEver,0,666666.6666666666,0,0,2.0,1,-0.05664262049525811,-0.39796464275363497,0.6169627098538919,0.07775232800169701
72,BrainPlotting,0,38994.8,0,0,3.0,1,-0.13451868993256552,-0.10451198167234621,0.05357522474006404,-0.07634130787752237
73,Braintale,0,0.0,0,0,1.0,1,-0.17433437858476478,-0.11519533423339805,-0.03813212421657914,-0.09314162282211348
74,BrainVectis,0,200000.0,0,0,1.0,1,-0.05186716338681008,-0.4475268589301533,0.9594608206215054,0.17890032982605705
75,C4Diagnostics,0,238068.125,0,0,2.0,1,-0.1294808089063276,-0.1010854034168543,-0.07480612829044914,-0.14622227050020048
76,CAILabs,0,309629.6296296296,1,1,3.0,1,-0.18247694275521018,-0.12754756758736188,-0.14985460244442209,-0.12726918631539413
77,Calixar,1,486111.1111111111,0,0,1.0,1,0.11769094710891673,0.2950762694509643,0.873647539895885,0.04757997010772464
78,CallDesk,0,72413.79310344828,0,0,2.0,1,-0.09984399191639365,0.5133059745164199,0.09719247758677169,-0.2336791550821895
79,Cardiawave,0,659239.3181818182,0,0,2.0,1,0.6569027946660394,-0.3857733910745214,0.15839127323098823,-0.04868322550903368
80,CardioLogs,0,385471.3703703704,1,1,3.0,1,1.2377923536894277,-0.14244322826946346,0.14798915645958932,0.12098576495468241
81,Cartesiam,0,0.0,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
82,Carthera,0,1225000.0,0,0,2.0,1,-0.15432612476146365,-0.23161138760188804,0.1105907392899777,0.031080299509906602
83,Case Law Analytics,0,142857.14285714287,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
84,Celescreen,0,0.0,0,0,4.0,1,-0.16984800194922564,-0.2040250864208217,0.10440827760104997,-0.08554828057515107
85,CELL-EASY,0,0.0,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
86,Cellectis,0,123404.25531914894,0,0,3.0,1,0.010050343083050512,-0.52016832010981,1.3543858256857433,0.28317169976308687
87,Celloz,0,500000.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
88,Celloz,0,500000.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
89,CerbAir,0,300000.0,1,1,2.0,1,-0.1812851113702745,-0.1021132327896225,-0.1830662628431127,-0.11360676149106197
90,Ciloa SAS,0,38994.8,0,0,3.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
91,Cinequant,0,38994.8,0,0,1.0,1,-0.15387505020975473,0.1334973773119595,-0.11828689028426384,0.09391531820580842
93,CLINIFIT,0,38994.8,0,0,3.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
94,Cliris,0,0.0,0,0,2.0,1,-0.17150844296550627,-0.1101699616455818,-0.1354362873193306,-0.1098534829820608
95,ClosyCom,0,38994.8,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
96,Cogniteev,0,19696.966666666667,0,0,2.0,1,0.05122003435807187,1.6071781433414574,0.14236142962711096,0.242564198175045
97,Copeeks,0,0.0,0,0,1.0,1,-0.03311250165818934,-0.06869173165128604,-0.4012010835777401,0.757791838634392
98,Cornis,0,0.0,0,0,2.0,1,-0.12995623608237666,-0.015044815610597905,-0.13173083949454933,0.03596692146584276
100,Cosmian,0,175000.0,0,0,1.0,1,-0.12502106816479827,0.21258789347584464,-0.10409547746058757,0.03384222447292672
101,Craft AI,0,95238.09523809524,0,0,2.0,1,-0.0595430736851239,0.578463440663976,0.0694644395801579,-0.20490936486004777
102,Crosslux,0,38994.8,0,0,2.0,1,-0.12091783043493208,-0.12721912569009597,-0.15891412905191912,-0.13533942931695925
103,CryoCapCell,0,214285.7142857143,0,0,1.0,1,-0.0332238021695098,-0.40113994241810186,0.6598496794736243,0.12477625714462609
104,CybelAngel,0,382113.8211382114,1,1,3.0,1,0.19988823429081015,1.7781585581946748,0.3520104592944726,0.2743967352059833
105,CybeleTech,0,0.0,0,0,2.0,1,-0.03527801583498289,-0.03219846266539462,-0.4146731866343137,0.8099407273794891
106,Cyber-Detect,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
107,Cysalys,0,0.0,0,0,1.0,1,-0.05572676178457808,-0.05714936804579372,-0.3939065308830036,0.7213311597272006
108,DAMAVAN IMAGING,0,8333.333333333334,0,0,1.0,1,-0.16907559950338025,-0.13133109711984023,-0.10286311980320025,-0.1201949806263772
109,Datadome,0,72916.66666666667,0,0,2.0,1,-0.17669971464686055,-0.010104123996450796,-0.124770567220545,-0.07229867853320597
110,DATEXIM,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
111,DAUMET,0,0.0,0,0,1.0,1,-0.05693986913011391,-0.05188240913477252,-0.4033451779112407,0.7636436049788099
112,Dawex,0,185490.19607843139,0,0,3.0,1,0.2167251797817207,1.5365354776351268,0.030178049338035556,1.008936042006444
113,Deepomatic,0,171328.66666666666,1,1,2.0,1,0.01625319023982418,0.3175962031017951,-0.5114001733858222,1.2264415036720526
114,DeepOR,0,343939.3333333333,0,0,1.0,1,0.1350258826088243,1.164694527261644,0.42365573273400686,0.010826989593383648
115,Defymed,0,364285.71428571426,0,0,2.0,1,-0.1362146396226713,-0.1491092177234262,-0.042741461579774896,-0.04678846742471882
116,Delair,0,290366.3432835821,1,1,3.0,1,0.013515370076164558,-0.019580464052261465,-0.5073838255084211,0.8996237974917746
117,Delled,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
119,Demeta,0,267222.22222222225,0,0,2.0,1,-0.016192315168970673,-0.1298728423343433,-0.09523470021723605,-0.08689173894601802
120,Depixus,0,190357.14285714287,1,1,2.0,1,-0.04960434821532178,-0.4684105452466479,0.9016335667681036,0.12514145152547765
121,Devialet,0,474779.1379310345,1,1,3.0,1,-0.13990023672877347,-0.07099731217718912,-0.10608288224955346,-0.05797004070400688
122,Diabeloop,0,754235.7014925373,0,0,3.0,1,1.107324894354173,-0.47027759547306525,0.13617768092745505,-0.012294280343256166
123,Diafir,0,0.0,0,0,1.0,1,-0.0497254539838843,-0.10073030568417514,0.220469898216335,0.18361813591355627
124,Diamidex,0,131818.18181818182,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
125,Diamlite,0,100000.0,0,0,1.0,1,-0.04913465171557844,-0.3497504601256879,0.6664409799802551,0.09847462693351612
126,Dianosic,0,200000.0,1,1,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
127,Dibotics,0,38994.8,1,1,1.0,1,-0.11799799221238204,0.09749371265988278,-0.1654233330403326,0.12881020810879715
128,Digeiz,0,38994.8,0,0,1.0,1,-0.14937005246841434,0.03510725641299318,-0.11386091848658393,0.043009194395036913
129,Dilepix,0,0.0,0,0,2.0,1,-0.033828971577481375,-0.06960279254000205,-0.40884247986191835,0.776532167600269
130,DiogenX,0,38994.8,0,0,1.0,1,-0.15937963744479264,-0.12688355272328738,-0.1094952917251166,-0.10928321721898376
131,DocTrackr,0,1800000.0,0,0,1.0,1,-0.1867123936220952,-0.08403675960153413,-0.15788142818113712,-0.09708948121627745
132,DreamQuark,1,519251.32352941175,0,0,2.0,1,0.20958512005389632,0.31944905036673027,0.05457176302443831,1.6299493057970036
133,Dreem,0,309764.3037037037,1,1,3.0,1,-0.1549864597924607,-0.10216849723938602,-0.10013552384307092,-0.12386550786408233
134,Dynacure,0,4850000.0,0,0,2.0,1,-0.058634514055019446,-0.40601893873339806,0.6303526183091038,0.08025470854675784
135,Earthcube,0,58823.529411764706,0,0,3.0,1,-0.02030248224281932,0.05892409937155676,-0.42979674841840276,0.9829441943014342
136,ECHY,0,5000.0,0,0,1.0,1,-0.03830027491597259,0.01101406795054015,-0.37679347834189936,0.7618363844721066
137,Eco-adapt,0,0.0,0,0,1.0,1,-0.1717999158145798,-0.11988910707172122,-0.1299183946062468,-0.13854940822310177
138,Eco-adapt,0,0.0,0,0,1.0,1,-0.1717999158145798,-0.11988910707172122,-0.1299183946062468,-0.13854940822310177
139,Ecoat,0,125000.0,0,0,2.0,1,0.7373032640969427,0.39695232569143657,0.12247412160907241,-0.26834368089457256
140,Elichens,1,470588.23529411765,1,1,2.0,1,2.2819282142993425,0.5146545650405702,-0.6175377684574443,0.6043159068581585
141,Elistair,0,111379.31034482758,0,0,2.0,1,-0.15038159795240513,0.24023326544939275,-0.14234552476073997,0.05712701812989162
142,CellProthera,0,442105.2631578947,0,0,2.0,1,-0.047956896434588434,-0.4357656030004718,0.7015370242515047,0.12954072231843927
143,Elum Energy,0,0.0,0,0,2.0,1,1.531631177974243,-0.050282800641323455,-0.6470262484237719,0.5081226401827615
144,Elvesys,1,23809.52380952381,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
145,Elyssamed,0,0.0,0,0,1.0,1,-0.010084464723846283,-0.49567876575290404,1.0051811770084356,0.18658307759287027
147,Enancio,0,12500.0,0,0,1.0,1,-0.13555465717848184,-0.09614264664619789,-0.13627615752275396,-0.17318128908680283
148,Encefa,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
149,Endodiag,0,411580.65,0,0,2.0,1,0.9988075730812581,-0.28211068048450555,-0.17132165727772253,-0.3143844118443558
150,EnerBee,0,247368.42105263157,0,0,2.0,1,-0.08656653364763467,-0.11142957842828571,-0.18365281708189662,-0.12220049403920642
151,Energiency,0,276923.07692307694,0,0,2.0,1,2.1437356104652756,1.034704045043598,-0.24003569124697446,0.5292216340917811
152,Enhancia,0,0.0,0,0,1.0,1,-0.1598334564400697,-0.08401036533418173,-0.12635901367389088,-0.12661414763995213
153,Enobraq,0,193333.33333333334,0,0,2.0,1,1.7388879557283818,-0.6149757214316038,0.3279722187014615,-0.27856322319462895
154,Enyx,0,0.0,0,0,2.0,1,-0.17798836199462775,-0.11161783090084411,-0.1183863536764633,-0.12158031069391814
155,E-Odyn,0,75000.0,0,0,1.0,1,-0.15023924090578472,0.035916663448821225,-0.15029814394604413,0.07050074447151443
156,Eomys,0,38994.8,0,0,3.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
157,E-PHY-SCIENCE,1,17777.777777777777,0,0,1.0,1,0.009213602304661773,0.9688376483605159,0.64651185345371,-0.14125230828379395
158,Ergosup,0,476470.5882352941,0,0,2.0,1,1.6429933589258048,-0.3263278285178007,-0.44810551967822093,-0.50743819171907
159,Erypharm,0,0.0,0,0,2.0,1,-0.05651063860803422,-0.4038357080636414,0.6644673947567126,0.10346566939209145
160,Eshard,0,0.0,0,0,2.0,1,-0.17163725664324048,0.07607349968018988,-0.11022300086252734,-0.08010344559009933
161,ETISENSE SAS,0,0.0,0,0,1.0,1,-0.15641652606113593,-0.13387082482163368,-0.08723656388639728,-0.09521173671559341
162,Euveka,0,0.0,0,0,2.0,1,-0.05572676178457808,-0.05714936804579372,-0.3939065308830036,0.7213311597272006
163,EVaderis,0,250000.0,1,1,1.0,1,-0.16943301175503012,-0.10539664838186368,-0.1216965629543462,-0.12419049552413279
164,ExactCure,0,66681.13333333333,0,0,2.0,1,0.09798705086930845,-0.3926791472245837,0.4402302135599534,0.9873481928005873
165,Exagan,0,172727.27272727274,0,0,2.0,1,-0.12100214633252826,-0.12226263736548679,-0.16230440142136734,-0.12388397927996056
166,Nextbiotix,0,1750000.0,0,0,1.0,1,-0.05664262049525811,-0.39796464275363497,0.6169627098538919,0.07775232800169701
167,Exotrail,0,434625.64705882355,1,1,2.0,1,-0.1714133675906921,-0.12437192351670869,-0.17864493653328717,-0.07799621929626153
168,Expliseat,0,0.0,1,1,2.0,1,-0.17551025719795638,-0.12309891164863236,-0.1482121181996228,-0.1085895320985968
169,Expliseat,0,0.0,1,1,2.0,1,-0.17551025719795638,-0.12309891164863236,-0.1482121181996228,-0.1085895320985968
170,Expressivee,0,0.0,0,0,2.0,1,-0.17560858915453903,-0.1225265938339401,-0.1337400980448084,-0.14318695737202555
171,Extralab,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
173,E-zyvec,0,0.0,0,0,1.0,1,-0.15789034456285578,-0.15200711252853347,0.07850902388056225,-0.10345544774186087
174,Fair&Smart,0,275000.0,0,0,1.0,1,0.06251921023585835,1.1165463960771487,0.32078209841191346,-0.27675844513262404
175,Fairbrics,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
176,Febus Optics,0,0.0,0,0,2.0,1,-0.12995623608237666,-0.015044815610597905,-0.13173083949454933,0.03596692146584276
177,Feroscan,0,117666.66666666667,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
178,Ffly4u,0,184615.38461538462,0,0,2.0,1,-0.17213233400081693,-0.11711489420412621,-0.13080185024821867,-0.12203896588138705
179,Fi2Med,0,38994.8,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
180,FiberMetrix,0,38994.8,0,0,4.0,1,-0.09628360975529615,-0.0030161826849060417,-0.1677485689382072,0.07478738632238302
181,FittingBox,0,61538.46153846154,0,0,3.0,1,-0.14799005844903484,0.4596901875442999,-0.12327998276502228,-0.09593592589406015
182,Fluidion,0,0.0,0,0,1.0,1,-0.13119666967673727,-0.01632103167897247,-0.12831092970560382,0.047596777495756734
183,Foodvisor,0,295187.1176470588,1,1,2.0,1,-0.0857985049580188,-0.04967501542573284,0.025364280793000637,-0.024762636760828176
184,ForCity,0,287500.0,1,1,2.0,1,-0.07675756305126046,0.14386757200590222,-0.12948839620233732,0.11391955171614193
185,Frecnsys,0,0.0,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
186,Freemens SAS,0,0.0,0,0,1.0,1,-0.08785885168941913,-0.10194940028112952,-0.15750160264876054,-0.2003578535344471
188,Genel,0,38994.8,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
189,Genochem,0,0.0,0,0,1.0,1,-0.05852536311144237,-0.4233275780100126,0.671412589490515,0.09019085481408214
190,Genoskin,0,3571.4285714285716,0,0,2.0,1,-0.02086543976112067,-0.4159545886188694,0.7315049695131493,0.08025681326380303
191,Geocorail,0,285714.28571428574,0,0,1.0,1,-0.18990384421878373,-0.07313879526709371,-0.16052818641136246,-0.09754369874525308
193,GeoTwin,0,38994.8,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
194,GlioCure,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
195,Global Sensing Technologies,0,38994.8,0,0,2.0,1,-0.19053691603737788,-0.05598775195762222,-0.16419484808985663,-0.07856600793442554
196,GLOphotonics,0,88000.0,0,0,1.0,1,-0.1797423757889647,-0.12908481284434425,-0.13092960691410752,-0.14565114631595485
197,Orphan Europe SARL,0,38994.8,0,0,4.0,1,-0.15038895688603704,-0.23540121063275687,0.10879571023221918,-0.03505353806674066
198,GRAPHEAL,0,0.0,0,0,1.0,1,-0.015205826673409934,-0.5087456167585419,0.8548239824842784,0.16289788670636363
199,Green Impulse,0,250000.0,0,0,1.0,1,-0.16594965222636524,-0.12198486206235208,-0.12947840070496014,-0.13926674835466005
200,Greenerwave,0,0.0,0,0,2.0,1,-0.1463805763663017,0.05831023540484906,-0.1614878694660761,-0.10171286798938872
201,Greentropism,0,96875.0,0,0,2.0,1,-0.04029851710958058,0.14536337433060723,-0.39933849135727123,0.9805986169122534
202,Gwagenn,0,37500.0,0,0,1.0,1,-0.1803622338122452,-0.11847767522489054,-0.1402055196409696,-0.1374523078054514
203,HalioDx,1,161585.36585365853,1,1,3.0,1,0.29421538004755515,0.9200807851390591,1.5461310217009425,0.28771902764445245
204,Hephaistos-Pharma,0,8333.333333333334,0,0,1.0,1,-0.13126328779866975,-0.18923058175597843,0.16458720342676778,-0.06608397348278892
205,Heuritech,1,85081.96721311475,1,1,3.0,1,-0.004262895824297015,0.6057674549665965,-0.41832681616457956,1.2365098529972942
206,HiFiBiO Therapeutics,1,1696428.5714285714,1,1,3.0,1,-0.15954531098840083,-0.2127775444721247,0.27925735554835623,-0.06674896615060985
207,H-Immune,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
208,HINS,0,0.0,0,0,2.0,1,-0.06333161779556262,0.06067750880555938,-0.12440264824437491,-0.08911876087732062
209,HOOMANO,0,38994.8,0,0,2.0,1,-0.07651161775394269,0.6719530110404287,0.22153171744191488,-0.1833549061135991
210,Horama,0,2038461.5384615385,0,0,2.0,1,0.0064801533455186265,-0.3829426696300907,1.0802271041171532,0.2238671239135057
211,Hprobe,0,142857.14285714287,1,1,2.0,1,-0.10123856524449586,-0.004987545722944938,-0.17526264111818837,0.07406359996919129
212,HydrOcean,0,38994.8,0,0,3.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
213,Hypra,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
214,HySiLabs,0,410000.0,0,0,1.0,1,1.1689248990001857,-0.21479583871067795,-0.6027944130952534,0.5520406419443736
215,Iconeus,0,0.0,0,0,1.0,1,-0.13885172269693755,-0.035242757534056576,0.033761694911512596,0.13937621099616285
216,lex.ec,0,0.0,0,0,2.0,1,-0.007715509659450568,0.8050956179997732,0.1612029386678294,-0.3057724219383588
217,Igyxos,1,1071428.5714285714,0,0,1.0,1,-0.05762729435877634,-0.4535290226143409,0.7640595904074461,0.1084775760827759
218,Iktos,0,0.0,0,0,2.0,1,-0.17001446936613432,-0.1238289393719247,-0.043088285438246846,-0.08974798440941956
219,IMEAN,0,38994.8,0,0,1.0,1,-0.0500726362051351,-0.43348501822237795,0.6805026082661036,0.08731695501775036
220,Imescia,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
221,ImmuSmol SAS (traded as Explicyte Immuno-Oncology),0,38750.0,0,0,1.0,1,-0.13723738386375806,-0.06741571259842434,-0.06420261939244563,-0.01697619996459354
222,Imvitro,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
223,In'Air Solutions,0,0.0,0,0,2.0,1,-0.17186964743585784,-0.12147981054859656,-0.13214606815067623,-0.12683345557591147
224,Inalve,1,114285.71428571429,0,0,2.0,1,-0.013914451193585383,-0.07036710535806835,-0.3886349560136556,0.7343936678752646
225,InHeart,0,38994.8,1,1,2.0,1,-0.17788682657963517,-0.11807956926631187,-0.13744237865340336,-0.13438463422752725
226,INNOSEA,0,0.0,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
227,INNOSEA,0,0.0,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
228,INOREVIA,0,162925.0,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
229,Inotrem,1,3442386.222222222,1,1,2.0,1,0.09636508165953417,-0.6127270038100205,1.3322125160585687,0.37602586148668754
230,Inovactis,0,0.0,0,0,1.0,1,-0.10976854611235987,-0.22200117322150306,0.299608676796869,-0.024118312510512725
231,Inoviem Scientific,0,92857.14285714286,0,0,2.0,1,-0.057580708592831285,-0.40529185960559216,0.6365653092445342,0.08753516138574398
232,InSimo,0,17083.333333333332,0,0,2.0,1,-0.06296232490775783,-0.0557075676194528,-0.4022579102354636,0.7239723040721484
233,Inventiva Pharma,0,20000.0,1,1,3.0,1,-0.028704391219223423,-0.5636426641547209,1.2106298509767703,0.20686395592480591
234,IoTerop,0,166666.66666666666,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
235,IRLYNX,0,142857.14285714287,1,1,2.0,1,-0.16982134879160524,-0.11939067866215579,-0.12908054326522572,-0.13634578461778143
236,Isabo,0,0.0,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
237,I-Sep,0,186500.0,0,0,2.0,1,-0.05651063860803422,-0.4038357080636414,0.6644673947567126,0.10346566939209145
238,iSketchnote,1,41666.666666666664,0,0,2.0,1,-0.121837453929452,0.17854984229353096,-0.15886812947284557,-0.0860540558850344
239,ISORG,0,447058.82352941175,0,0,3.0,1,-0.08446703605585205,-0.07778453901492317,-0.05515243374626062,-1.3279799262818845e-05
240,ISYBOT,0,250000.0,0,0,1.0,1,-0.05572676178457808,-0.05714936804579372,-0.3939065308830036,0.7213311597272006
241,I-Ten,0,1683333.3333333333,0,0,2.0,1,1.2932688323225687,-0.2567663963383411,-0.4410222879799233,-0.4658901747492152
242,Ixaltis,0,4000000.0,0,0,1.0,1,-0.050794649207806866,-0.4174293168165204,0.690631517941116,0.09393523122310934
243,Kalray Sa,0,0.0,0,0,3.0,1,-0.17186964743585784,-0.12147981054859656,-0.13214606815067623,-0.12683345557591147
245,Kapsera.com,0,59848.416666666664,0,0,2.0,1,-0.037736741910363636,-0.436911090316479,0.6633988373770339,0.08547517144801019
246,Kayrros,0,271149.816,1,1,3.0,1,-0.04166814827429279,0.019371409694853268,-0.021419191276156293,0.03808644720949941
247,Kemwatt,0,120000.0,0,0,1.0,1,1.8146635500274562,-0.18846606770589278,-0.3022054133471569,-0.4737011468706114
248,Keranova,1,1076923.076923077,1,1,2.0,1,-0.08949438539587783,-0.2827303833809685,0.15042372764837997,0.06745931474591242
249,Kesitys,0,38994.8,0,0,1.0,1,-0.15536667852863648,-0.10034481246505197,-0.09861476391471924,-0.12024455886827856
250,Kineis,0,4166666.6666666665,0,0,2.0,1,-0.007038842556207195,0.03647629806570797,-0.44050626627434164,0.8646687831066158
251,Kinnov Therapeutics,0,1201340.0,0,0,1.0,1,0.9931358017740861,-0.27729602294675043,-0.1684634974665332,-0.30836556397232207
