,about,achievements,alexa_rank_chart,angellist_url,app_12_months_growth_percentile,app_12_months_growth_relative,app_12_months_growth_unique,app_3_months_growth_percentile,app_3_months_growth_relative,app_3_months_growth_unique,app_6_months_growth_percentile,app_6_months_growth_relative,app_6_months_growth_unique,appstore_app_id,client_focus,company_status,corporate_industries,crunchbase_url,delivery_method,employee_12_months_growth_delta,employee_12_months_growth_percentile,employee_12_months_growth_relative,employee_12_months_growth_unique,employee_3_months_growth_delta,employee_3_months_growth_percentile,employee_3_months_growth_relative,employee_3_months_growth_unique,employee_6_months_growth_delta,employee_6_months_growth_percentile,employee_6_months_growth_relative,employee_6_months_growth_unique,employees,employees_chart,employees_latest,facebook_likes_chart,facebook_url,fundings,google_url,growth_stage,has_strong_founder,has_super_founder,hq_locations,id,images,income_streams,industries,investors,job_openings,kpi_summary,last_funding,last_funding_source,last_updated,last_updated_utc,launch_month,launch_year,linkedin_url,name,ownerships,path,payments,playmarket_app_id,revenues,service_industries,similarweb_12_months_growth_delta,similarweb_12_months_growth_percentile,similarweb_12_months_growth_relative,similarweb_12_months_growth_unique,similarweb_3_months_growth_delta,similarweb_3_months_growth_percentile,similarweb_3_months_growth_relative,similarweb_3_months_growth_unique,similarweb_6_months_growth_delta,similarweb_6_months_growth_percentile,similarweb_6_months_growth_relative,similarweb_6_months_growth_unique,similarweb_chart,sub_industries,tagline,tags,team,technologies,tg_locations,total_funding,total_funding_source,traffic,traffic_summary,twitter_favorites_chart,twitter_followers_chart,twitter_tweets_chart,twitter_url,url,website_url
0,,[],[],,,,,,,,,,,,[],operational,[],,,,,,,,,,,,,,,,[],,[],,"{'items': [], 'total': 0}",,late growth,False,False,"[{'id': 1771326, 'address': '21 Rue Jacobi-Netter, 67200 Strasbourg, France', 'street': 'Rue Jacobi-Netter', 'street_number': None, 'zip': None, 'lat': 48.586941, 'lon': 7.706877, 'country': {'id': 43, 'name': 'France', 'lat': 46.227638, 'lon': 2.213749}, 'city': {'id': 3032, 'name': 'Strasbourg', 'lat': 48.573405, 'lon': 7.752111}, 'continent': {'id': 3, 'name': 'Europe'}, 'is_headquarters': True, 'is_founding_location': False}]",1748971,"{'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/72/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8xMC8wOC9hNTgzODBhNmFiNmEwNTBkYjM5YWQ1MGViNTE2ZTM0Yw==.png', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/69/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8xMC8wOC9hNTgzODBhNmFiNmEwNTBkYjM5YWQ1MGViNTE2ZTM0Yw==.png', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/36/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDE5LzEwLzA4L2E1ODM4MGE2YWI2YTA1MGRiMzlhZDUwZWI1MTZlMzRj.png'}",[],"[{'id': 100023, 'name': 'energy'}]","{'items': [], 'total': 0}",0,"{'id': 1784904, 'last_update_date': '2019-10-09T01:22:40+0100', 'last_update_date_utc': '2019-10-09 00:22:40', 'currency': None, 'values': [], 'valuations': [], 'values_sources': []}",,0,2020-09-01T14:52:18+0100,2020-09-01 13:52:18,,2014.0,https://www.linkedin.com/company/3d-eau,3D Eau,[],3d_eau,[],,[],[],,,,,,,307.0,,,,,,"[{'date': '2018-12-01', 'value': 0}, {'date': '2019-01-01', 'value': 172}, {'date': '2019-02-01', 'value': 408}, {'date': '2019-03-01', 'value': 168}, {'date': '2019-04-01', 'value': 0}, {'date': '2019-05-01', 'value': 0}, {'date': '2019-06-01', 'value': 63}, {'date': '2019-07-01', 'value': 240}, {'date': '2019-08-01', 'value': 0}, {'date': '2019-09-01', 'value': 267}, {'date': '2019-10-01', 'value': 498}, {'date': '2019-11-01', 'value': 457}, {'date': '2019-12-01', 'value': 449}, {'date': '2020-02-01', 'value': 0}, {'date': '2020-03-01', 'value': 965}, {'date': '2020-05-01', 'value': 121}, {'date': '2020-06-01', 'value': 1034}, {'date': '2020-07-01', 'value': 493}]",[],3D modeling for the environment,[],"{'items': [], 'total': 0}","['deep tech', '3d technology']",['France'],0.0,0,"{'visitors': '493', 'annual_growth': None, 'sources': [], 'top_countries': []}",0.5K,[],[],[],,https://app.dealroom.co/companies/3d_eau,http://3deau.fr
1,,[],[],,,,,,,,,,,,[],operational,[],,,,,,,,,,,,,,,11-50,"[{'date': '2020-06-01', 'value': 12}]",12.0,[],,"{'items': [], 'total': 0}",,early growth,False,False,"[{'id': 1922771, 'address': 'France, Clermont-Ferrand, Allée Évariste Galois, 10', 'street': 'Allée Évariste Galois', 'street_number': '10', 'zip': '63000', 'lat': 45.75986, 'lon': 3.13155, 'country': {'id': 43, 'name': 'France', 'lat': 46.227638, 'lon': 2.213749}, 'city': {'id': 865, 'name': 'Clermont-Ferrand', 'lat': 45.777222, 'lon': 3.087025}, 'continent': {'id': 3, 'name': 'Europe'}, 'is_headquarters': True, 'is_founding_location': False}]",1834411,"{'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/43/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wNi8wMS8wYWIzOWUwNzFiNDExYmM5MDMyOGMwMTdhNWU4ZjUwYw==.jpg', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/82/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wNi8wMS8wYWIzOWUwNzFiNDExYmM5MDMyOGMwMTdhNWU4ZjUwYw==.jpg', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/5c/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDIwLzA2LzAxLzBhYjM5ZTA3MWI0MTFiYzkwMzI4YzAxN2E1ZThmNTBj.jpg'}",[],[],"{'items': [], 'total': 0}",0,"{'id': 1825715, 'last_update_date': '2020-05-18T07:01:54+0100', 'last_update_date_utc': '2020-05-18 06:01:54', 'currency': None, 'values': [], 'valuations': [], 'values_sources': []}",,0,2020-09-01T14:52:38+0100,2020-09-01 13:52:38,,2014.0,https://www.linkedin.com/company/4d-virtualiz,4D-Virtualiz,[],4d_virtualiz,[],,[],[],,,,,,,,,,,,,"[{'date': '2020-06-01', 'value': 200}, {'date': '2020-07-01', 'value': 376}]",[],,[],"{'items': [], 'total': 0}",[],['Worldwide'],0.0,0,"{'visitors': '376', 'annual_growth': 88, 'sources': [], 'top_countries': []}",0.4K,[],[],[],,https://app.dealroom.co/companies/4d_virtualiz,http://www.4d-virtualiz.com/
2,,[],[],,,,,,,,,,,,['business'],acquired,[],https://www.crunchbase.com/organization/abeeway,,,,,,,,,,,,,,11-50,"[{'date': '2019-10-16', 'value': 19}]",19.0,[],https://www.facebook.com/abeeway,"{'items': [{'id': 63981, 'year': 2017, 'month': 5, 'amount': None, 'amount_source': 0, 'currency': 'USD', 'round': 'ACQUISITION', 'valuation': None, 'valuation_generated_min': None, 'valuation_generated_max': None, 'news_source': None, 'investors': [{'id': 32660, 'name': 'Actility', 'path': 'actility', 'type': 'corporate', 'url': 'https://app.dealroom.co/companies/actility', 'images': {'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/51/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wMi8xOS9jMGNlMjYwY2MxNDFhYzU4NTA0Y2E5M2E2NjcxOTM4OQ==.png', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/88/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wMi8xOS9jMGNlMjYwY2MxNDFhYzU4NTA0Y2E5M2E2NjcxOTM4OQ==.png', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/29/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDIwLzAyLzE5L2MwY2UyNjBjYzE0MWFjNTg1MDRjYTkzYTY2NzE5Mzg5.png'}, 'lead': False}]}], 'total': 1}",,early growth,False,False,"[{'id': 1653147, 'address': '2000 Route des Lucioles, 06410 Biot, France', 'street': 'Route des Lucioles', 'street_number': None, 'zip': '6410', 'lat': 43.6157304, 'lon': 7.0664405, 'country': {'id': 43, 'name': 'France', 'lat': 46.227638, 'lon': 2.213749}, 'city': {'id': 10936, 'name': 'Biot', 'lat': None, 'lon': None}, 'continent': {'id': 3, 'name': 'Europe'}, 'is_headquarters': True, 'is_founding_location': False}]",956086,"{'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/2d/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wNC8wOS83MTlkMmQyMDk4YTgyMzBlNmE1NmQ4YTRhNmMzNmU2Yw==.png', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/af/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wNC8wOS83MTlkMmQyMDk4YTgyMzBlNmE1NmQ4YTRhNmMzNmU2Yw==.png', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/3f/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDIwLzA0LzA5LzcxOWQyZDIwOThhODIzMGU2YTU2ZDhhNGE2YzM2ZTZj.png'}",['commission'],"[{'id': 100147, 'name': 'enterprise software'}]","{'items': [{'id': 32660, 'name': 'Actility', 'path': 'actility', 'type': 'corporate', 'url': 'https://app.dealroom.co/companies/actility', 'images': {'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/51/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wMi8xOS9jMGNlMjYwY2MxNDFhYzU4NTA0Y2E5M2E2NjcxOTM4OQ==.png', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/88/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wMi8xOS9jMGNlMjYwY2MxNDFhYzU4NTA0Y2E5M2E2NjcxOTM4OQ==.png', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/29/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDIwLzAyLzE5L2MwY2UyNjBjYzE0MWFjNTg1MDRjYTkzYTY2NzE5Mzg5.png'}, 'exited': False}], 'total': 1}",0,"{'id': 1585630, 'last_update_date': '2019-08-12T11:19:32+0100', 'last_update_date_utc': '2019-08-12 10:19:32', 'currency': None, 'values': [], 'valuations': [], 'values_sources': []}",,0,2020-09-01T14:49:48+0100,2020-09-01 13:49:48,,2014.0,https://www.linkedin.com/company/abeeway,Abeeway,['Subsidiary'],abeeway,[],,['saas'],[],-4.0,top 25%,746.0,38177.0,,,,,,,-73.0,,"[{'date': '2017-04-01', 'value': 1632}, {'date': '2017-05-01', 'value': 6411}, {'date': '2017-06-01', 'value': 1359}, {'date': '2017-07-01', 'value': 504}, {'date': '2017-08-01', 'value': 266}, {'date': '2017-09-01', 'value': 1027}, {'date': '2017-10-01', 'value': 1418}, {'date': '2017-11-01', 'value': 2415}, {'date': '2017-12-01', 'value': 524}, {'date': '2018-01-01', 'value': 966}, {'date': '2018-02-01', 'value': 1627}, {'date': '2018-03-01', 'value': 2059}, {'date': '2018-04-01', 'value': 1653}, {'date': '2018-05-01', 'value': 1544}, {'date': '2018-06-01', 'value': 4093}, {'date': '2018-07-01', 'value': 2786}, {'date': '2018-12-01', 'value': 723}, {'date': '2019-01-01', 'value': 1073}, {'date': '2019-02-01', 'value': 3064}, {'date': '2019-03-01', 'value': 711}, {'date': '2019-04-01', 'value': 1810}, {'date': '2019-05-01', 'value': 843}, {'date': '2019-06-01', 'value': 2722}, {'date': '2019-07-01', 'value': 2564}, {'date': '2019-08-01', 'value': 155}, {'date': '2019-09-01', 'value': 1525}, {'date': '2019-10-01', 'value': 2195}, {'date': '2019-11-01', 'value': 1520}, {'date': '2019-12-01', 'value': 2243}, {'date': '2020-01-01', 'value': 5299}, {'date': '2020-02-01', 'value': 4919}, {'date': '2020-03-01', 'value': 2490}, {'date': '2020-06-01', 'value': 2705}, {'date': '2020-07-01', 'value': 1312}]",[],Smart Geolocation Technology,"['geopositioning', 'navigation', 'analytics', 'smart tech']","{'items': [], 'total': 0}","['deep tech', 'iot internetofthings']",['Worldwide'],0.0,0,"{'visitors': '1312', 'annual_growth': -19.607843137254903, 'sources': [], 'top_countries': []}",1K,[],[],[],https://twitter.com/abeeway,https://app.dealroom.co/companies/abeeway,https://www.abeeway.com/
